run_id,MID
0,29.788339780438942
1,28.383722303980118
2,29.90663587659255
3,29.957850624023145
4,27.808386798456546
5,27.92908835476527
6,30.110000538694337
7,28.679527556668557
8,29.655342181072193
9,27.02870070538457
10,29.309583303758583
11,28.425630913949227
12,28.691183186959538
13,31.532021714906218
14,30.367518676813038
15,29.08973686013064
16,28.370466392442353
17,30.064877685142314
18,28.089782398325458
19,29.101002068052107
