problem_id,time_single_obj,time_comp_epsilon,time_multi_obj,total_time
0,0.20288099299796158,0.0003652039958979003,3.0551402639976004,3.25838646099146
1,0.3862688379958854,0.00033390099997632205,22.990122543000325,23.376725281996187
2,1.66103579600167,0.0004887789982603863,113.89119676900009,115.55272134400002
3,25.9904782290032,0.0005461580003611743,603.4778079239986,629.4688323110022
4,0.0,0.0,0.0,1200.0
5,0.0,0.0,0.0,1200.0
6,0.0,0.0,0.0,1200.0
7,0.0,0.0,0.0,1200.0
