run_id,MID
0,25.844334431057923
1,27.626192006207088
2,25.147137692232928
3,26.014815723431195
4,27.94230659213586
5,26.814726611547357
6,24.803896095834453
7,26.43978722506604
8,25.945968962404905
9,26.06303772645133
10,26.531466678578973
11,27.10903198361755
12,26.203647489996168
13,25.38286224647828
14,25.86122899189636
15,26.58532072893588
16,25.47886845223993
17,26.51669239750655
18,26.60213540470147
19,26.61736015522016
